,0,1,2,3,4,5,6,7
10,.@LAClipperspic.twitter.com/JSAHshQ3cK,LAClippers,BrooklynNets,"['.@LAClipperspic.twitter.com/JSAHshQ3cK', '¯\\_(?)_/¯']",2,"['14 Nov 2016', '14 Nov 2016']","['Brooklyn Nets', 'LA Clippers']",2
11,".@solohill from three! #Pelicans 17, Clippers 16!pic.twitter.com/qA2FtJq3uF",LAClippers,PelicansNBA,"['.@solohill from three! #Pelicans 17, Clippers 16!pic.twitter.com/qA2FtJq3uF', 'sup.pic.twitter.com/zALZWzcIt8']",2,"['2 Dec 2016', '2 Dec 2016']","['New Orleans Pelicans', 'LA Clippers']",2
12,"Shout out to the @PelicansNBA & the Big Easy for hosting an amazing @NBAAllStar. 

@LAClippers, you got next.pic.twitter.com/MTkTd9HMAH",LAClippers,PelicansNBA,"['Shout out to the @PelicansNBA & the Big Easy for hosting an amazing @NBAAllStar. \n\n@LAClippers, you got next.pic.twitter.com/MTkTd9HMAH', 'pic.twitter.com/DQedv6VKIx']",2,"['Feb 19 2017', 'Feb 19 2017']","['Toronto Raptors', 'LA Clippers']",2
13,Sonics fan seeking new favorite NBA team. I've narrowed my list down to @Timberwolves @Sixers @Pacers @Bucks @PelicansNBA @ATLHawks,LAClippers,PelicansNBA,"[""Sonics fan seeking new favorite NBA team. I've narrowed my list down to @Timberwolves @Sixers @Pacers @Bucks @PelicansNBA @ATLHawks"", 'pick us!pic.twitter.com/hkxxZyHVpa', ""What's up, @clarknova11? @ATLHawks @Sixers @Pacers @Bucks @PelicansNBApic.twitter.com/f2OTdhgive"", ""There's only  right answer here, @clarknova11. @Timberwolves @ATLHawks @Pacers @Bucks @PelicansNBApic.twitter.com/6rYLfgTzeM"", 'we keep it  tho. #justsayingpic.twitter.com/nmkGYTluOz', 'woah, woah, woah ... who invited these guys', ""fine. we'll leave. pic.twitter.com/gxPskqilKj""]",7,"['17 Jun 2016', '17 Jun 2016', '17 Jun 2016', '17 Jun 2016', '17 Jun 2016', '17 Jun 2016', '17 Jun 2016']","['Jeremy', 'Atlanta Hawks', 'Timberwolves', 'Philadelphia 76ers', 'LA Clippers', 'Atlanta Hawks', 'LA Clippers']",7
14,"Get those #buckets, @ryananderson33!",LAClippers,PelicansNBA,"['Get those #buckets, @ryananderson33!', '@PelicansNBA Kindly stop with the bucket-getting']",2,"['30 Jan 2015', '30 Jan 2015']","['New Orleans Pelicans', 'LA Clippers']",2
15,"One year later, we continue to honor the 49 lives lost too soon, as well as the heroes who emerged that day. #LoveOrlando #OrlandoUnitedDaypic.twitter.com/zEs8lK0Gbx",LAClippers,OrlandoMagic,"['One year later, we continue to honor the 49 lives lost too soon, as well as the heroes who emerged that day. #LoveOrlando #OrlandoUnitedDaypic.twitter.com/zEs8lK0Gbx', '']",2,"['Jun 12 2017', 'Jun 12 2017']","['Orlando Magic', 'LA Clippers']",2
16,#IsItOctoberYet?pic.twitter.com/FZd2RTfkWI,LAClippers,OrlandoMagic,"['#IsItOctoberYet?pic.twitter.com/FZd2RTfkWI', 'moodpic.twitter.com/2uFa1oZuTl']",2,"['Sep 21 2017', 'Sep 21 2017']","['Orlando Magic', 'LA Clippers']",2
17,Anyone enjoying their #NBACereals this morning? We started the day with a bowl of Special Kay pic.twitter.com/DkVMVlDX2O,LAClippers,OrlandoMagic,"['Anyone enjoying their #NBACereals this morning? We started the day with a bowl of Special Kay pic.twitter.com/DkVMVlDX2O', 'That sounds like a good one, but have you ever tried Honey Bunches of GOATS? #NBACerealspic.twitter.com/CMNIK0C9WP', 'We’re picking up what you’re putting down… #TBT to Glen Rice Krispies #NBACerealpic.twitter.com/bUFYKsogmk', 'We are getting dunk-a-tized this morning in Orlando  #NBACerealspic.twitter.com/SdEo3JPJj2', 'Nothing like starting off your morning with a bowl of Frosted Blakes! #NBACerealspic.twitter.com/2bHDr58cf8']",5,"['Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017', 'Aug 10 2017']","['Cleveland Cavaliers', 'Atlanta Hawks', 'Charlotte Hornets', 'Orlando Magic', 'LA Clippers']",5
18,"Rivals on the court. Family off the court. Stay safe @MiamiHEAT.

Our thoughts are with all our friends in Florida and the southeast. ",LAClippers,OrlandoMagic,"['Rivals on the court. Family off the court. Stay safe @MiamiHEAT.\n\nOur thoughts are with all our friends in Florida and the southeast. ', '']",2,"['Sep 7 2017', 'Sep 7 2017']","['Orlando Magic', 'LA Clippers']",2
19,"So. Many. Dunks. 
Clippers lead the @Timberwolves 29-25 at the end of Q1.pic.twitter.com/367tidurSG",LAClippers,Timberwolves,"['So. Many. Dunks. \nClippers lead the @Timberwolves 29-25 at the end of Q1.pic.twitter.com/367tidurSG', '.@LAClipperspic.twitter.com/VEyZjZpJRF', '@Timberwolvespic.twitter.com/Es01x7d9a5']",3,"['7 Dec 2015', '7 Dec 2015', '7 Dec 2015']","['LA Clippers', 'Timberwolves', 'LA Clippers']",3
20,"Towns with the trey and it's a one-point game! 

97-96, 2:42 to go.",LAClippers,Timberwolves,"[""Towns with the trey and it's a one-point game! \n\n97-96, 2:42 to go."", 'this game is v lit.']",2,"['Jan 19 2017', 'Jan 19 2017']","['Timberwolves', 'LA Clippers']",2
21,"*Checks schedule page*
*Refresh*
*Repeat*",LAClippers,Timberwolves,"['*Checks schedule page*\n*Refresh*\n*Repeat*', 'same.']",2,"['Aug 14 2017', 'Aug 14 2017']","['Timberwolves', 'LA Clippers']",2
22,.@LAClippers cut the #Twolves lead down to 5..pic.twitter.com/lPv7Uucc6S,LAClippers,Timberwolves,"['.@LAClippers cut the #Twolves lead down to 5..pic.twitter.com/lPv7Uucc6S', '.@Timberwolvespic.twitter.com/Trnxxuu7kU']",2,"['3 Feb 2016', '3 Feb 2016']","['Timberwolves', 'LA Clippers']",2
23,"#Twolves at @LAClippers
: Staples Center
: 9:30pm CT
: @NBAonTNT
: @wccoradio
#MINatLAC",LAClippers,Timberwolves,"['#Twolves at @LAClippers\n: Staples Center\n: 9:30pm CT\n: @NBAonTNT\n: @wccoradio\n#MINatLAC', '']",2,"['Jan 19 2017', 'Jan 19 2017']","['Timberwolves', 'LA Clippers']",2
24,Current mood: ,LAClippers,Timberwolves,"['Current mood: ', '']",2,"['Jan 19 2017', 'Jan 19 2017']","['Timberwolves', 'LA Clippers']",2
25,KAT FROM DEEP!pic.twitter.com/QvY11fldij,LAClippers,Timberwolves,"['KAT FROM DEEP!pic.twitter.com/QvY11fldij', '@Timberwolvespic.twitter.com/WoHLrcl4Zc']",2,"['7 Dec 2015', '7 Dec 2015']","['Timberwolves', 'LA Clippers']",2
26,"Waiting on @NBA season like... 

#IsItOctoberYetpic.twitter.com/bKci9WTkZm",LAClippers,DetroitPistons,"['Waiting on @NBA season like... \n\n#IsItOctoberYetpic.twitter.com/bKci9WTkZm', 'samepic.twitter.com/aytxIiCcsF', 'Us too.pic.twitter.com/y5suNfW9a6', ""Don't worry guys, only 2 more months!pic.twitter.com/Shxz9GQXj4"", '  season comi\n#IsItOctoberYetpic.twitter.com/PLHZITyhaV', '#ICantWait. #IsItOctoberYetpic.twitter.com/PHGKxkJGYI', 'Not  enough. #IsItOctoberYetpic.twitter.com/SqWkkewrBV']",7,"['Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017']","['San Antonio Spurs', 'Memphis Grizzlies', 'Washington Wizards', 'Boston Celtics', 'Atlanta Hawks', 'Detroit Pistons', 'LA Clippers']",7
27,Awwww yeah. Give us a follow everywhere if you would be so kind. #DetroitBasketballpic.twitter.com/zHWQ1H37RM,LAClippers,DetroitPistons,"['Awwww yeah. Give us a follow everywhere if you would be so kind. #DetroitBasketballpic.twitter.com/zHWQ1H37RM', '@DetroitPistons Done.']",2,"['8 Feb 2016', '8 Feb 2016']","['Detroit Pistons', 'LA Clippers']",2
28,"REG-GIE. REG-GIE.

Two more at the line and he has 33 tonight.

Up 1 with 1:27 to play.",LAClippers,DetroitPistons,"['REG-GIE. REG-GIE.\n\nTwo more at the line and he has 33 tonight.\n\nUp 1 with 1:27 to play.', '@DetroitPistons ']",2,"['14 Dec 2015', '14 Dec 2015']","['Detroit Pistons', 'LA Clippers']",2
29,".@Sixers, @trailblazers, @LAClippers Makin' Posters #ThrowdownThursdayhttps://vine.co/v/ewKQmpBDzWe ",LAClippers,UtahJazz,"["".@Sixers, @trailblazers, @LAClippers Makin' Posters #ThrowdownThursdayhttps://vine.co/v/ewKQmpBDzWe\xa0"", '@utahjazz @Sixers @LAClippers did someone say poster?https://vine.co/v/OFiqLLBjD7v\xa0', '@trailblazers @utahjazz @Sixers \n\nThe rim is too low...pic.twitter.com/QIBcyE1hG5']",3,"['6 Aug 2015', '6 Aug 2015', '6 Aug 2015']","['Utah Jazz', 'Trail Blazers', 'LA Clippers']",3
30,@nuggets where can I buy tickets?,LAClippers,nuggets,"['@nuggets where can I buy tickets?', ""for tonight's game? Or in general?"", ""tonight's game in LA."", ""you'd have to ask the @LAClippers..."", 'hey @LAClippers where do I get tickets?', 'http://bit.ly/2gZzJ1k\xa0']",6,"['20 Dec 2016', '20 Dec 2016', '20 Dec 2016', '20 Dec 2016', '20 Dec 2016', '20 Dec 2016']","['Denver Sports: STATS', 'Denver Nuggets', 'Denver Sports: STATS', 'Denver Nuggets', 'Denver Sports: STATS', 'LA Clippers']",6
31,Lightning speed.pic.twitter.com/7wQAeezn7R,LAClippers,nuggets,"['Lightning speed.pic.twitter.com/7wQAeezn7R', 'pretty cool gym tbh']",2,"['Oct 3 2017', 'Oct 3 2017']","['Denver Nuggets', 'LA Clippers']",2
32,This arrived today. Wonder what's inside?pic.twitter.com/E2iAFqBgFe,LAClippers,nuggets,"[""This arrived today. Wonder what's inside?pic.twitter.com/E2iAFqBgFe"", 'pic.twitter.com/o5TmM3zaDx']",2,"['Jul 28 2017', 'Jul 28 2017']","['Denver Nuggets', 'LA Clippers']",2
33,@SportsAMileHigh pretty exciting?,LAClippers,nuggets,"['@SportsAMileHigh pretty exciting?', ""@nuggets @SportsAMileHigh Hye we're playing tonight too which is, ummmh pretty exciting.""]",2,"['2 Oct 2015', '2 Oct 2015']","['Denver Nuggets', 'LA Clippers']",2
34,Which hashtag do you use more frequently?,LAClippers,nuggets,"['Which hashtag do you use more frequently?', '#ItTakesEVerything']",2,"['Feb 2 2017', 'Feb 2 2017']","['Denver Nuggets', 'LA Clippers']",2
35,We'll probably get more likes on this than your SoundCloud mixtape.https://twitter.com/HarryWAvery/status/907734960328597510 …,LAClippers,nuggets,"[""We'll probably get more likes on this than your SoundCloud mixtape.https://twitter.com/HarryWAvery/status/907734960328597510\xa0…"", 'pic.twitter.com/KqnosFu4an', 'pic.twitter.com/dpcTvwu6Tw']",3,"['Sep 12 2017', 'Sep 12 2017', 'Sep 12 2017']","['Denver Nuggets', 'Atlanta Hawks', 'LA Clippers']",3
36,"Game update: still killin' it.

#Nuggetspic.twitter.com/CDce6gc6M8",LAClippers,nuggets,"[""Game update: still killin' it.\n\n#Nuggetspic.twitter.com/CDce6gc6M8"", '']",2,"['Jan 21 2017', 'Jan 21 2017']","['Denver Nuggets', 'LA Clippers']",2
37,I would like to officially declare that I am a @nuggets fan since I have never officially declared an NBA team before. #2 is the @LAClippers,LAClippers,nuggets,"['I would like to officially declare that I am a @nuggets fan since I have never officially declared an NBA team before. #2 is the @LAClippers', 'how do we get to #1?']",2,"['Jul 13 2017', 'Jul 13 2017']","['Logan Wassmer', 'LA Clippers']",2
38,"Six quick points for the good guys!

#Nuggets",LAClippers,nuggets,"['Six quick points for the good guys!\n\n#Nuggets', ""@nuggets You're the bad guys and you know it!"", '@LAClippers quiet over there!', '@nuggetspic.twitter.com/xC2SELyZDi']",4,"['24 Nov 2015', '24 Nov 2015', '24 Nov 2015', '24 Nov 2015']","['Denver Nuggets', 'LA Clippers', 'Denver Nuggets', 'LA Clippers']",4
39,"That schedule release day feeling.

#MileHighBasketballpic.twitter.com/dfEBasj2sb",LAClippers,nuggets,"['That schedule release day feeling.\n\n#MileHighBasketballpic.twitter.com/dfEBasj2sb', 'pic.twitter.com/dtyLTlcsM1', 'pic.twitter.com/HdxmjPk2z3']",3,"['Aug 14 2017', 'Aug 14 2017', 'Aug 14 2017']","['Denver Nuggets', 'Memphis Grizzlies', 'LA Clippers']",3
40,"Give him 25p!  Another triple from @RealDealBeal23!  

#WizClipperspic.twitter.com/Ci5HlYDhAr",LAClippers,WashWizards,"['Give him 25p!  Another triple from @RealDealBeal23!  \n\n#WizClipperspic.twitter.com/Ci5HlYDhAr', 'can he plz stop.']",2,"['18 Dec 2016', '18 Dec 2016']","['Washington Wizards', 'LA Clippers']",2
41,"Today's #NBAonABC #NBAPlayoffs action! 

1pm/et: @WashWizards/@celtics Game 1

3:30pm/et: @utahjazz/@LAClippers GAME 7pic.twitter.com/Wa3P4WVaOg",LAClippers,WashWizards,"[""Today's #NBAonABC #NBAPlayoffs action! \n\n1pm/et: @WashWizards/@celtics Game 1\n\n3:30pm/et: @utahjazz/@LAClippers GAME 7pic.twitter.com/Wa3P4WVaOg"", '']",2,"['Apr 30 2017', 'Apr 30 2017']","['NBA', 'LA Clippers']",2
42,"The @LAClippers are up on the @spurs at halftime, 55-52!

Blake: 10 PTS, 7 REBS

LAC is 3-1 when Blake scores 25+. #ItTakesEverythingpic.twitter.com/1jJFqbrB3P",LAClippers,spurs,"['The @LAClippers are up on the @spurs at halftime, 55-52!\n\nBlake: 10 PTS, 7 REBS\n\nLAC is 3-1 when Blake scores 25+. #ItTakesEverythingpic.twitter.com/1jJFqbrB3P', '']",2,"['Nov 7 2017', 'Nov 7 2017']","['NBA', 'LA Clippers']",2
43,I can't keep up with all the basketball on right now @NBA @LAClippers @marchmadness @spurs and later tonight @F1 #greatsportsday,LAClippers,spurs,"[""I can't keep up with all the basketball on right now @NBA @LAClippers @marchmadness @spurs and later tonight @F1 #greatsportsday"", '@AlonzoBodden @NBA @marchmadness @spurs @F1 why anyone would leave their home tonight is beyond us.']",2,"['19 Mar 2016', '19 Mar 2016']","['Alonzo Bodden', 'LA Clippers']",2
44,.@ATolliver44 from DEEP! #SunsAtClippers,LAClippers,Suns,"['.@ATolliver44 from DEEP! #SunsAtClippers', ""@Suns It wasn't that deep!"", ""@LAClippers We'll ask him to take a few steps back next time."", '@Suns Sounds good!']",4,"['8 Dec 2014', '8 Dec 2014', '8 Dec 2014', '8 Dec 2014']","['Phoenix Suns', 'LA Clippers', 'Phoenix Suns', 'LA Clippers']",4
45,Waiting for the season to begin like... #NBAOffseasonpic.twitter.com/bkQ2z7Jqzn,LAClippers,Suns,"['Waiting for the season to begin like... #NBAOffseasonpic.twitter.com/bkQ2z7Jqzn', '.@warriors Saaaame. #NBAOffseasonpic.twitter.com/SGSMNwMLlD', "".@Sixers @warriors We're just going around the office like .. . #NBAOffseasonpic.twitter.com/Zl3YXhtgfh"", '.@Suns @Sixers @warriors What’s  Coach doing in your office? #NBAOffseasonpic.twitter.com/CJOJaZ13vG', '@dallasmavs @Suns @Sixers oh you know, just catching up on some reading. #NBAOffseasonpic.twitter.com/JpHZoyYF2x', '@warriors @dallasmavs @Suns @Sixers \n\nKeep Larry warm for us. #NBAOffseasonpic.twitter.com/8qepNz86KU', '@LAClippers @dallasmavs @Suns @Sixerspic.twitter.com/SCLzIrxko7', '@warriors @dallasmavs @Suns @Sixerspic.twitter.com/zBeOxYzXw7']",8,"['28 Jul 2015', '28 Jul 2015', '28 Jul 2015', '28 Jul 2015', '28 Jul 2015', '28 Jul 2015', '28 Jul 2015', '28 Jul 2015']","['Golden State Warriors', 'Philadelphia 76ers', 'Phoenix Suns', 'Dallas Mavericks', 'Golden State Warriors', 'LA Clippers', 'Golden State Warriors', 'LA Clippers']",8
46,"Halfway through your Monday. You've almost made it to #SunsAtClippers.

5 THINGS TO WATCH  >> http://on.suns.com/3he pic.twitter.com/IfWaMkX2TR",LAClippers,Suns,"[""Halfway through your Monday. You've almost made it to #SunsAtClippers.\n\n5 THINGS TO WATCH  >> http://on.suns.com/3he\xa0pic.twitter.com/IfWaMkX2TR"", '@Suns Is it too late to add #6 - Earth Shattering Dunks?']",2,"['8 Dec 2014', '8 Dec 2014']","['Phoenix Suns', 'LA Clippers']",2
47,"Round 2 vs. Spurs or Clippers

G1 HOU 5/4 - 830P
G2 HOU 5/6 - 830P
G3 Away 5/8
G4 Away 5/10
G5 HOU 5/12
G6 Away 5/14
G7 HOU 5/17",LAClippers,HoustonRockets,"['Round 2 vs. Spurs or Clippers\n\nG1 HOU 5/4 - 830P\nG2 HOU 5/6 - 830P\nG3 Away 5/8\nG4 Away 5/10\nG5 HOU 5/12\nG6 Away 5/14\nG7 HOU 5/17', '@HoustonRockets oh man...']",2,"['29 Apr 2015', '29 Apr 2015']","['Houston Rockets', 'LA Clippers']",2
48,Finally got a little pace going. That favors the good guys.,LAClippers,ATLHawks,"['Finally got a little pace going. That favors the good guys.', '@ATLHawks Yup, it really does favor us.', '@LAClipperspic.twitter.com/g3JOVV9pBu', '@ATLHawkspic.twitter.com/KpEmlKikAQ']",4,"['5 Jan 2015', '5 Jan 2015', '5 Jan 2015', '5 Jan 2015']","['Atlanta Hawks', 'LA Clippers', 'Atlanta Hawks', 'LA Clippers']",4
49,"Who's tuning in to @NBATV tomorrow?

https://twitter.com/NBA/status/631172365305511936 …",LAClippers,ATLHawks,"[""Who's tuning in to @NBATV tomorrow?\n\nhttps://twitter.com/NBA/status/631172365305511936\xa0…"", '@LAClippers @NBATV @NBA ', '@ATLHawks @NBATV @NBA ']",3,"['11 Aug 2015', '11 Aug 2015', '11 Aug 2015']","['LA Clippers', 'Atlanta Hawks', 'LA Clippers']",3
50,"Waiting on @NBA season like... 

#IsItOctoberYetpic.twitter.com/bKci9WTkZm",LAClippers,ATLHawks,"['Waiting on @NBA season like... \n\n#IsItOctoberYetpic.twitter.com/bKci9WTkZm', 'samepic.twitter.com/aytxIiCcsF', 'Us too.pic.twitter.com/y5suNfW9a6', ""Don't worry guys, only 2 more months!pic.twitter.com/Shxz9GQXj4"", '  season comi\n#IsItOctoberYetpic.twitter.com/PLHZITyhaV', '#ICantWait. #IsItOctoberYetpic.twitter.com/PHGKxkJGYI', 'Not  enough. #IsItOctoberYetpic.twitter.com/SqWkkewrBV']",7,"['Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017', 'Aug 1 2017']","['San Antonio Spurs', 'Memphis Grizzlies', 'Washington Wizards', 'Boston Celtics', 'Atlanta Hawks', 'Detroit Pistons', 'LA Clippers']",7
51,If you're texting your vote to 69622 for Chris Paul it should look something like this.pic.twitter.com/We65rOL1k3,LAClippers,ATLHawks,"[""If you're texting your vote to 69622 for Chris Paul it should look something like this.pic.twitter.com/We65rOL1k3"", '@LAClippers 3!', '@ATLHawks You mean 1, right?', ""@LAClippers @ATLHawks Suppose there's room for two Pauls in New York :)"", '@ATLHawks The 2015 Paul-Star Game?', '@LAClippers That has a nice ring to it! Just for that... Chris Paul #NBABallot', '@ATLHawks Right back at you! Paul Millsap #NBABallot']",7,"['11 Dec 2014', '11 Dec 2014', '11 Dec 2014', '11 Dec 2014', '11 Dec 2014', '11 Dec 2014', '11 Dec 2014']","['LA Clippers', 'Atlanta Hawks', 'LA Clippers', 'Atlanta Hawks', 'LA Clippers', 'Atlanta Hawks', 'LA Clippers']",7
52,IT'S @NBA DRAFT DAY!  #PelicansDraftpic.twitter.com/3LIT0nCNYC,LAClippers,ATLHawks,"[""IT'S @NBA DRAFT DAY!  #PelicansDraftpic.twitter.com/3LIT0nCNYC"", '.@PelicansNBA Excite!pic.twitter.com/6LeZ52nv1V', ""it's lit! pic.twitter.com/ZNal5QLMVT""]",3,"['23 Jun 2016', '23 Jun 2016', '23 Jun 2016']","['New Orleans Pelicans', 'Atlanta Hawks', 'LA Clippers']",3
53,"According to our mentions, we should trade for everybody.",LAClippers,ATLHawks,"['According to our mentions, we should trade for everybody.', 'bruh. same.', ""We'll trade you today's tweet for tomorrow's tweet and an unprotected future tweet."", 'the trade machine says this works so u should definitely do itpic.twitter.com/GHCxCk0qAP']",4,"['Jun 20 2017', 'Jun 20 2017', 'Jun 20 2017', 'Jun 20 2017']","['Atlanta Hawks', 'Charlotte Hornets', 'Atlanta Hawks', 'LA Clippers']",4
54,We'll probably get more likes on this than your SoundCloud mixtape.https://twitter.com/HarryWAvery/status/907734960328597510 …,LAClippers,ATLHawks,"[""We'll probably get more likes on this than your SoundCloud mixtape.https://twitter.com/HarryWAvery/status/907734960328597510\xa0…"", 'pic.twitter.com/KqnosFu4an', 'pic.twitter.com/dpcTvwu6Tw']",3,"['Sep 12 2017', 'Sep 12 2017', 'Sep 12 2017']","['Denver Nuggets', 'Atlanta Hawks', 'LA Clippers']",3
55,Well...,LAClippers,ATLHawks,"['Well...', '@ATLHawks Brrr.', ""@LAClippers First time we've seen snow in L.A."", ""@ATLHawks For halftime entertainment we'll build a snowman at half court.""]",4,"['5 Jan 2015', '5 Jan 2015', '5 Jan 2015', '5 Jan 2015']","['Atlanta Hawks', 'LA Clippers', 'Atlanta Hawks', 'LA Clippers']",4
56,Offense working for both teams in the 1Q. Good guys lead 31-25:pic.twitter.com/YwgeXb5YAi,LAClippers,ATLHawks,"['Offense working for both teams in the 1Q. Good guys lead 31-25:pic.twitter.com/YwgeXb5YAi', ""@ATLHawks Hey, we're good guys too.""]",2,"['23 Dec 2014', '23 Dec 2014']","['Atlanta Hawks', 'LA Clippers']",2
57,BINGO! Who will connect on more three-pointers tonight -- Redick or Korver? Now taking predictions.pic.twitter.com/lFpvtCeDMh,LAClippers,ATLHawks,"['BINGO! Who will connect on more three-pointers tonight -- Redick or Korver? Now taking predictions.pic.twitter.com/lFpvtCeDMh', '@LAClippers Korver.', '@ATLHawks Redick.']",3,"['23 Dec 2014', '23 Dec 2014', '23 Dec 2014']","['LA Clippers', 'Atlanta Hawks', 'LA Clippers']",3
58,We have a sunglass/shoelace combo up for grabs today. RETWEET for your chance to win it for #FreebieFriday!pic.twitter.com/WxkDuTuQWB,LAClippers,ATLHawks,"['We have a sunglass/shoelace combo up for grabs today. RETWEET for your chance to win it for #FreebieFriday!pic.twitter.com/WxkDuTuQWB', '@ATLHawks do you ship to CA? (Asking for a friend). ', '@LAClippers those glasses WOULD look good on you. Yea, we can work something out.', '@ATLHawks ']",4,"['16 Oct 2015', '16 Oct 2015', '16 Oct 2015', '16 Oct 2015']","['Atlanta Hawks', 'LA Clippers', 'Atlanta Hawks', 'LA Clippers']",4
59,"Mondays aren't so bad when it's GAMEDAY! Clippers continue the roadie tonight vs. the @ATLHawks.

Pregame Report  http://on.nba.com/2iS8Z8L pic.twitter.com/OaQT22vWN9",LAClippers,ATLHawks,"[""Mondays aren't so bad when it's GAMEDAY! Clippers continue the roadie tonight vs. the @ATLHawks.\n\nPregame Report  http://on.nba.com/2iS8Z8L\xa0pic.twitter.com/OaQT22vWN9"", 'Welcome to Atlanta where the players play and the football team plays in the Super Bowl', "" (also that Matt Ryan guy's pretty good tbh)"", 'Agreed...we think he might even be MVP-good.', ""Matt Ryan #NBAVote (probably doesn't help but u never know)""]",5,"['Jan 23 2017', 'Jan 23 2017', 'Jan 23 2017', 'Jan 23 2017', 'Jan 23 2017']","['LA Clippers', 'Atlanta Hawks', 'LA Clippers', 'Atlanta Hawks', 'LA Clippers']",5
